Node,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [B],Disc Read [B],Disc Write [MB],Disc Read [KB],Disc Read [GB],ReportFile,Rate
/node6,1.3550000000000002,0.525,1.75,1.75,0.0,0.0,8.54,8.06,0.0,0.0079,0.0,reportStatus_report_180_20250325-004907.html,180
/node3,1.14,0.4858333333333333,1.85,1.85,0.0,0.0,14.6,1.87,0.0,0.0018,0.0,reportStatus_report_180_20250325-004907.html,180
/node1,1.0775,0.515,2.59,2.58,0.0,0.0,8.42,4.16,0.0,0.0041,0.0,reportStatus_report_180_20250325-004907.html,180
/node4,1.12,0.6591666666666667,1.92,1.82,0.0,0.0,20.6,2.2,0.0,0.0021,0.0,reportStatus_report_180_20250325-004907.html,180
/node5,1.0975,0.5616666666666666,1.86,1.85,0.0,0.0,18.5,10.4,0.0,0.0102,0.0,reportStatus_report_180_20250325-004907.html,180
/node2,1.895,0.8816666666666667,3.82,3.81,0.0,0.0,9.95,3.65,0.0,0.0036,0.0,reportStatus_report_180_20250325-004907.html,180
/node6,1.3550000000000002,0.525,1.75,1.75,0.0,0.0,8.54,8.06,0.0,0.0079,0.0,reportStatus_report_180_20250325-004907.html,180
/node3,1.14,0.4858333333333333,1.85,1.85,0.0,0.0,14.6,1.87,0.0,0.0018,0.0,reportStatus_report_180_20250325-004907.html,180
/node1,1.0775,0.515,2.59,2.58,0.0,0.0,8.42,4.16,0.0,0.0041,0.0,reportStatus_report_180_20250325-004907.html,180
/node4,1.12,0.6591666666666667,1.92,1.82,0.0,0.0,20.6,2.2,0.0,0.0021,0.0,reportStatus_report_180_20250325-004907.html,180
/node5,1.0975,0.5616666666666666,1.86,1.85,0.0,0.0,18.5,10.4,0.0,0.0102,0.0,reportStatus_report_180_20250325-004907.html,180
/node2,1.895,0.8816666666666667,3.82,3.81,0.0,0.0,9.95,3.65,0.0,0.0036,0.0,reportStatus_report_180_20250325-004907.html,180
/node6,1.2375,0.6516666666666667,2.1,2.01,0.0,0.0,60.2,31.4,0.0001,0.0307,0.0,reportStatus_report_180_20250325-010547.html,180
/node3,1.1816666666666666,0.5566666666666666,1.98,1.93,0.0,0.0,30.7,0.0156,0.0,0.0,0.0,reportStatus_report_180_20250325-010547.html,180
