Node,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [B],Disc Read [B],Disc Write [MB],Disc Read [KB],Disc Read [GB],ReportFile,Rate
/node6,0.0558333333333333,0.0341666666666666,1.46,1.46,0.0,0.0,3.95,0.0,0.0,0.0,0.0,reportStatus_report_20_20250325-000324.html,20
/node3,0.0491666666666666,0.0308333333333333,1.54,1.54,0.0,0.0,2.51,0.0,0.0,0.0,0.0,reportStatus_report_20_20250325-000324.html,20
/node1,0.0533333333333333,0.0325,1.65,1.63,0.0,0.0,3.17,0.0,0.0,0.0,0.0,reportStatus_report_20_20250325-000324.html,20
/node4,0.0525,0.0325,1.45,1.45,0.0,0.0,0.602,44.0,0.0,0.043,0.0,reportStatus_report_20_20250325-000324.html,20
/node5,0.0541666666666666,0.0333333333333333,1.46,1.45,0.0,0.0,3.85,0.0,0.0,0.0,0.0,reportStatus_report_20_20250325-000324.html,20
/node2,0.0791666666666666,0.0458333333333333,1.73,1.71,0.0,0.0,3.14,20.0,0.0,0.0195,0.0,reportStatus_report_20_20250325-000324.html,20
/node6,0.0558333333333333,0.0341666666666666,1.46,1.46,0.0,0.0,3.95,0.0,0.0,0.0,0.0,reportStatus_report_20_20250325-000324.html,20
/node3,0.0491666666666666,0.0308333333333333,1.54,1.54,0.0,0.0,2.51,0.0,0.0,0.0,0.0,reportStatus_report_20_20250325-000324.html,20
/node1,0.0533333333333333,0.0325,1.65,1.63,0.0,0.0,3.17,0.0,0.0,0.0,0.0,reportStatus_report_20_20250325-000324.html,20
/node4,0.0525,0.0325,1.45,1.45,0.0,0.0,0.602,44.0,0.0,0.043,0.0,reportStatus_report_20_20250325-000324.html,20
/node5,0.0541666666666666,0.0333333333333333,1.46,1.45,0.0,0.0,3.85,0.0,0.0,0.0,0.0,reportStatus_report_20_20250325-000324.html,20
/node2,0.0791666666666666,0.0458333333333333,1.73,1.71,0.0,0.0,3.14,20.0,0.0,0.0195,0.0,reportStatus_report_20_20250325-000324.html,20
/node6,0.0541666666666666,0.0358333333333333,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reportStatus_report_20_20250324-213224.html,20
