Node,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [B],Disc Read [B],Disc Write [MB],Disc Read [KB],Disc Read [GB],ReportFile,Rate
/node6,0.1683333333333333,0.0841666666666666,1.5,1.5,0.0,0.0,0.875,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node3,0.1241666666666666,0.065,1.59,1.59,0.0,0.0,0.738,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node1,0.715,0.1858333333333333,1.66,1.66,0.0,0.0,1.18,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node4,0.1383333333333333,0.0683333333333333,1.47,1.47,0.0,0.0,0.781,8.0,0.0,0.0078,0.0,statusReports_report_60_20250325-000824.html,60
/node5,0.1291666666666666,0.0666666666666666,1.48,1.48,0.0,0.0,0.691,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node2,0.2108333333333333,0.1016666666666666,2.75,2.75,0.0,0.0,1.11,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node6,0.1683333333333333,0.0841666666666666,1.5,1.5,0.0,0.0,0.875,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node3,0.1241666666666666,0.065,1.59,1.59,0.0,0.0,0.738,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node1,0.715,0.1858333333333333,1.66,1.66,0.0,0.0,1.18,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node4,0.1383333333333333,0.0683333333333333,1.47,1.47,0.0,0.0,0.781,8.0,0.0,0.0078,0.0,statusReports_report_60_20250325-000824.html,60
/node5,0.1291666666666666,0.0666666666666666,1.48,1.48,0.0,0.0,0.691,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node2,0.2108333333333333,0.1016666666666666,2.75,2.75,0.0,0.0,1.11,0.0,0.0,0.0,0.0,statusReports_report_60_20250325-000824.html,60
/node6,0.1283333333333333,0.0758333333333333,1.45,1.45,0.0,0.0,21.4,4.0,0.0,0.0039,0.0,statusReports_report_60_20250324-235524.html,60
/node3,0.1741666666666666,0.0833333333333333,1.53,1.53,0.0,0.0,1.47,0.0,0.0,0.0,0.0,statusReports_report_60_20250324-235524.html,60
/node1,0.1708333333333333,0.08,1.62,1.62,0.0,0.0,1.54,0.0,0.0,0.0,0.0,statusReports_report_60_20250324-235524.html,60
/node4,0.1633333333333333,0.0741666666666666,1.43,1.43,0.0,0.0,0.77,0.0,0.0,0.0,0.0,statusReports_report_60_20250324-235524.html,60
/node5,0.1758333333333333,0.0833333333333333,1.44,1.44,0.0,0.0,0.941,0.0,0.0,0.0,0.0,statusReports_report_60_20250324-235524.html,60
/node2,0.2466666666666666,0.1191666666666666,2.04,2.04,0.0,0.0,1.21,0.0,0.0,0.0,0.0,statusReports_report_60_20250324-235524.html,60
/node6,0.1283333333333333,0.0758333333333333,1.45,1.45,0.0,0.0,21.4,4.0,0.0,0.0039,0.0,statusReports_report_60_20250324-235524.html,60
/node3,0.1741666666666666,0.0833333333333333,1.53,1.53,0.0,0.0,1.47,0.0,0.0,0.0,0.0,statusReports_report_60_20250324-235524.html,60
/node1,0.1708333333333333,0.08,1.62,1.62,0.0,0.0,1.54,0.0,0.0,0.0,0.0,statusReports_report_60_20250324-235524.html,60
/node4,0.1633333333333333,0.0741666666666666,1.43,1.43,0.0,0.0,0.77,0.0,0.0,0.0,0.0,statusReports_report_60_20250324-235524.html,60
